jogo;data_jogo;idade;cod_equipe;cod_equipe_opont;resultado;diff_pts;minutos;2pts;2pts_at;2pts_pct;3pts;3pts_at;3pts_pct;LL;LL_at;LL_pct;Reb_Of;Reb_Def;Reb_Tot;Ast;Stl;Blk;Turnv;Pts;Game_Score
42;29/01/2006;21-030;8;30;W ;(+7);43;17;33;0.515;3;7;0.429;7;12;0.583;1;10;11;7;1;1;6;44;29.6
43;30/01/2006;21-031;8;4;W ;(+12);32;11;19;0.579;2;6;0.333;6;11;0.545;1;5;6;6;5;1;4;30;26.4
44;01/02/2006;21-033;8;22;W ;(+6);44;8;21;0.381;0;2;0;10;12;0.833;0;11;11;10;1;1;4;26;20.9
45;02/02/2006;21-034;8;19;L ;(-28);39;12;29;0.414;2;5;0.4;3;3;1;1;4;5;7;1;0;1;29;20.3
46;04/02/2006;21-036;8;29;L ;(-5);47;10;17;0.588;2;7;0.286;9;10;0.9;2;2;4;6;2;1;4;31;27.6
47;06/02/2006;21-038;8;20;W ;(+3);45;9;20;0.45;2;7;0.286;2;4;0.5;0;9;9;12;0;2;4;22;17.7
48;08/02/2006;21-040;8;21;W ;(+6);46;11;34;0.324;1;5;0.2;12;17;0.706;1;10;11;8;1;0;0;35;22.7
49;10/02/2006;21-042;8;38;L ;(-12);45;6;23;0.261;0;3;0;6;8;0.75;1;8;9;8;1;0;2;18;10.4
50;11/02/2006;21-043;8;12;L ;(-8);44;10;17;0.588;5;6;0.833;8;8;1;1;4;5;6;1;2;2;33;29.6
51;13/02/2006;21-045;8;33;W ;(+14);41;19;33;0.576;1;3;0.333;5;8;0.625;2;1;3;5;4;0;2;44;34.5
52;15/02/2006;21-047;8;2;W ;(+4);54;16;32;0.5;0;5;0;11;15;0.733;1;11;12;11;2;4;2;43;37.9
53;21/02/2006;21-053;8;28;W ;(+13);43;10;24;0.417;1;5;0.2;5;7;0.714;0;2;2;9;1;2;2;26;19.7
54;22/02/2006;21-054;8;29;L ;(-9);43;13;24;0.542;1;4;0.25;6;10;0.6;3;3;6;5;2;1;6;33;21.8
55;24/02/2006;21-056;8;38;L ;(-8);48;7;21;0.333;3;8;0.375;8;19;0.421;0;7;7;9;1;0;4;25;13.3
56;26/02/2006;21-058;8;11;L ;(-12);38;9;20;0.45;2;3;0.667;2;3;0.667;1;8;9;7;0;0;3;22;15
57;27/02/2006;21-059;8;11;L ;(-12);47;9;22;0.409;0;3;0;8;10;0.8;1;3;4;6;0;1;5;26;14.9
58;01/03/2006;21-061;8;32;L ;(-7);45;7;21;0.333;1;4;0.25;4;7;0.571;1;6;7;12;1;2;5;19;13.8
59;02/03/2006;21-062;8;6;W ;(+1);47;11;27;0.407;0;3;0;11;13;0.846;2;9;11;8;0;1;5;33;21.5
60;05/03/2006;21-065;8;6;W ;(+19);46;15;28;0.536;1;3;0.333;6;6;1;0;9;9;7;2;0;3;37;28.8
61;07/03/2006;21-067;8;35;W ;(+7);44;5;17;0.294;2;6;0.333;5;6;0.833;1;11;12;8;1;0;2;17;14.5
62;08/03/2006;21-068;8;35;W ;(+1);44;13;24;0.542;1;3;0.333;8;12;0.667;1;5;6;6;1;0;0;35;28.4
63;10/03/2006;21-070;8;28;L ;(-29);39;9;22;0.409;2;6;0.333;5;6;0.833;2;5;7;2;2;1;5;25;14.8
64;12/03/2006;21-072;8;19;L ;(-6);45;11;27;0.407;1;6;0.167;24;28;0.857;2;5;7;4;0;1;5;47;31.5
65;14/03/2006;21-074;8;9;L ;(-4);45;14;27;0.519;0;2;0;8;8;1;1;11;12;5;0;2;4;36;27.2
66;17/03/2006;21-077;8;31;W ;(+15);44;9;23;0.391;1;6;0.167;8;10;0.8;2;7;9;5;6;0;1;27;24.9
67;19/03/2006;21-079;8;17;W ;(+1);47;10;24;0.417;3;4;0.75;6;10;0.6;1;7;8;7;1;0;7;29;15.1
68;22/03/2006;21-082;8;4;W ;(+2);50;10;21;0.476;1;5;0.2;16;23;0.696;0;11;11;12;0;1;5;37;29.3
69;24/03/2006;21-084;8;2;W ;(+12);45;13;26;0.5;4;8;0.5;6;8;0.75;3;4;7;8;2;3;0;36;34.4
70;26/03/2006;21-086;8;13;W ;(+2);49;14;34;0.412;0;4;0;8;11;0.727;3;3;6;5;2;0;2;36;22.3
71;29/03/2006;21-089;8;9;W ;(+13);43;16;23;0.696;4;7;0.571;10;13;0.769;0;5;5;4;3;0;2;46;39.2
72;01/04/2006;21-092;8;19;W ;(+7);45;16;25;0.64;2;6;0.333;13;14;0.929;4;8;12;9;2;0;4;47;43.8
73;02/04/2006;21-093;8;4;W ;(+4);41;13;24;0.542;2;5;0.4;7;9;0.778;1;11;12;8;1;2;3;35;29.6
74;04/04/2006;21-095;8;29;W ;(+33);35;13;22;0.591;4;10;0.4;7;9;0.778;1;3;4;7;4;0;3;37;31.9
75;05/04/2006;21-096;8;26;L ;(-2);45;12;24;0.5;4;7;0.571;8;14;0.571;0;2;2;7;3;0;5;36;23.9
76;08/04/2006;21-099;8;22;W ;(+6);44;12;26;0.462;0;3;0;13;16;0.813;1;4;5;7;1;0;6;37;22.2
77;10/04/2006;21-101;8;24;W ;(+2);42;12;24;0.5;0;3;0;8;12;0.667;1;3;4;6;0;0;2;32;21.8
78;12/04/2006;21-103;8;11;L ;(-23);31;8;18;0.444;0;3;0;6;8;0.75;0;3;3;1;0;0;2;22;11.4
79;16/04/2006;21-107;8;38;L ;(-12);30;8;16;0.5;0;0;;1;2;0.5;0;5;5;4;1;1;3;17;10.8
1;01/11/2006;21-306;8;38;W ;(+3);41;11;24;0.458;2;4;0.5;2;6;0.333;3;7;10;5;0;2;5;26;15.3
2;03/11/2006;21-308;8;33;W ;(+7);42;14;26;0.538;1;2;0.5;6;11;0.545;1;9;10;4;1;1;2;35;25.1
3;04/11/2006;21-309;8;4;L ;(-4);38;3;13;0.231;1;3;0.333;9;10;0.9;4;5;9;7;0;1;2;16;15.6
4;07/11/2006;21-312;8;1;L ;(-9);47;13;26;0.5;3;8;0.375;5;11;0.455;0;7;7;6;2;1;2;34;25.2
5;09/11/2006;21-314;8;6;W ;(+19);38;6;13;0.462;0;1;0;7;8;0.875;0;4;4;12;3;2;3;19;22.9
6;11/11/2006;21-316;8;2;W ;(+1);44;9;17;0.529;1;4;0.25;19;23;0.826;1;7;8;5;3;0;2;38;33.8
7;13/11/2006;21-318;8;26;W ;(+6);41;10;19;0.526;3;4;0.75;6;9;0.667;0;4;4;6;2;1;3;29;22.8
8;15/11/2006;21-320;8;31;W ;(+13);39;10;15;0.667;3;6;0.5;9;11;0.818;0;7;7;7;2;1;4;32;29.6
9;17/11/2006;21-322;8;21;W ;(+16);41;12;24;0.5;2;5;0.4;11;14;0.786;2;7;9;6;1;2;4;37;29.5
10;18/11/2006;21-323;8;38;L ;(-12);33;8;20;0.4;0;1;0;4;5;0.8;2;3;5;4;2;0;3;20;12.1
11;21/11/2006;21-326;8;18;W ;(+3);42;7;21;0.333;1;5;0.2;0;1;0;0;1;1;9;3;1;3;15;9.6
12;22/11/2006;21-327;8;35;L ;(-8);40;11;24;0.458;2;7;0.286;6;9;0.667;0;10;10;8;4;0;2;30;26.6
13;24/11/2006;21-329;8;14;L ;(-10);42;6;14;0.429;2;2;1;16;20;0.8;1;6;7;5;1;0;3;30;22.6
14;25/11/2006;21-330;8;29;W ;(+13);41;10;20;0.5;1;4;0.25;4;7;0.571;0;4;4;11;0;1;7;25;14.8
15;29/11/2006;21-334;8;26;L ;(-3);41;10;22;0.455;0;5;0;7;11;0.636;1;6;7;6;0;1;5;27;16
16;01/12/2006;21-336;8;1;W ;(+11);43;12;23;0.522;1;3;0.333;6;10;0.6;2;5;7;8;3;2;4;31;25.4
17;02/12/2006;21-337;8;13;L ;(-18);36;7;22;0.318;2;6;0.333;5;7;0.714;1;4;5;4;0;0;3;21;8.5
18;06/12/2006;21-341;8;35;W ;(+4);41;11;18;0.611;1;2;0.5;3;5;0.6;1;5;6;10;1;0;4;26;22.8
19;09/12/2006;21-344;8;14;W ;(+32);32;11;16;0.688;1;3;0.333;4;6;0.667;0;7;7;6;1;1;3;27;24.4
20;11/12/2006;21-346;8;24;L ;(-6);42;7;18;0.389;0;3;0;1;1;1;3;4;7;6;4;0;3;15;13.3
21;13/12/2006;21-348;8;4;W ;(+3);42;6;17;0.353;0;2;0;10;11;0.909;1;7;8;7;1;1;6;22;15.1
22;15/12/2006;21-350;8;34;W ;(+22);34;9;14;0.643;2;3;0.667;2;3;0.667;0;9;9;7;1;0;4;22;18.8
23;16/12/2006;21-351;8;28;L ;(-7);41;10;19;0.526;2;5;0.4;7;9;0.778;1;4;5;5;0;1;4;29;19.4
24;20/12/2006;21-355;8;22;L ;(-2);40;10;22;0.455;1;3;0.333;16;21;0.762;0;1;1;8;2;1;3;37;27.6
25;21/12/2006;21-356;8;11;L ;(-16);43;9;20;0.45;0;1;0;8;8;1;2;8;10;5;2;0;1;26;23.5
26;23/12/2006;21-358;8;28;W ;(+3);43;13;21;0.619;2;3;0.667;4;10;0.4;0;7;7;1;0;0;7;32;15.5
27;27/12/2006;21-362;8;1;W ;(+13);40;10;25;0.4;1;2;0.5;6;8;0.75;1;8;9;3;1;2;1;27;18.9
28;29/12/2006;21-364;8;20;W ;(+10);44;11;21;0.524;2;6;0.333;8;13;0.615;1;3;4;5;1;1;3;32;21.5
29;30/12/2006;22-000;8;6;L ;(-7);40;15;26;0.577;3;4;0.75;0;3;0;2;7;9;3;1;0;5;33;19.6
30;02/01/2007;22-003;8;33;W ;(+4);40;7;17;0.412;0;1;0;5;11;0.455;0;5;5;5;2;0;3;19;11.1
31;03/01/2007;22-004;8;2;W ;(+3);45;11;20;0.55;2;3;0.667;8;10;0.8;1;5;6;4;3;1;3;32;27.3
32;05/01/2007;22-006;8;20;W ;(+9);43;3;13;0.231;0;4;0;2;2;1;0;5;5;9;1;0;2;8;6.5
33;06/01/2007;22-007;8;22;W ;(+5);44;9;21;0.429;1;3;0.333;0;0;;0;13;13;4;3;3;5;19;13.1
34;09/01/2007;22-010;8;32;W ;(+10);43;14;26;0.538;3;7;0.429;3;3;1;1;3;4;7;2;1;3;34;26.4
35;11/01/2007;22-012;8;30;L ;(-19);39;15;28;0.536;3;9;0.333;1;2;0.5;2;4;6;6;1;0;5;34;22
36;13/01/2007;22-014;8;16;W ;(+12);42;10;23;0.435;0;1;0;8;8;1;1;5;6;6;1;0;2;28;19.7
37;16/01/2007;22-017;8;34;L ;(-5);44;8;21;0.381;1;7;0.143;13;15;0.867;1;6;7;8;2;1;4;30;24.5
38;17/01/2007;22-018;8;31;L ;(-18);35;8;21;0.381;1;4;0.25;6;13;0.462;3;3;6;2;1;0;4;23;10.1
39;19/01/2007;22-020;8;10;L ;(-11);44;9;23;0.391;0;1;0;12;14;0.857;2;8;10;10;2;0;3;30;25.7
40;20/01/2007;22-021;8;12;W ;(+2);46;14;22;0.636;2;7;0.286;2;5;0.4;0;7;7;5;4;0;9;32;20.8
41;22/01/2007;22-023;8;28;L ;(-11);43;6;15;0.4;0;3;0;6;13;0.462;0;4;4;5;3;0;2;18;12
42;24/01/2007;22-025;8;29;L ;(-3);53;14;26;0.538;3;8;0.375;8;13;0.615;2;8;10;5;1;0;4;39;27.9
43;28/01/2007;22-029;8;30;L ;(-15);42;12;22;0.545;3;6;0.5;3;6;0.5;2;7;9;5;2;0;3;30;23.4
44;01/02/2007;22-033;8;19;L ;(-3);36;6;18;0.333;2;7;0.286;3;8;0.375;1;5;6;9;1;0;2;17;10.7
45;02/02/2007;22-034;8;4;W ;(+20);36;7;13;0.538;0;1;0;4;8;0.5;1;9;10;3;2;0;1;18;16.2
46;04/02/2007;22-036;8;11;L ;(-12);43;9;22;0.409;1;4;0.25;2;3;0.667;0;5;5;6;2;0;3;21;12.7
47;07/02/2007;22-039;8;16;W ;(+17);36;4;13;0.308;1;2;0.5;2;2;1;0;7;7;3;1;1;2;11;7
48;09/02/2007;22-041;8;19;W ;(+24);41;12;22;0.545;1;4;0.25;4;8;0.5;1;6;7;6;0;0;2;29;21.1
49;11/02/2007;22-043;8;17;W ;(+9);38;5;16;0.313;0;2;0;8;12;0.667;1;7;8;5;1;1;1;18;13
50;14/02/2007;22-046;8;36;L ;(-1);43;9;25;0.36;0;3;0;5;9;0.556;3;7;10;4;1;3;0;23;16.8
51;15/02/2007;22-047;8;17;W ;(+6);40;10;16;0.625;0;1;0;18;22;0.818;0;4;4;3;3;0;3;38;30.9
52;21/02/2007;22-053;8;35;W ;(+1);37;12;25;0.48;0;1;0;5;5;1;0;4;4;2;1;1;3;29;16.4
53;22/02/2007;22-054;8;6;L ;(-6);43;13;28;0.464;1;4;0.25;2;8;0.25;3;4;7;2;3;0;3;29;16.5
54;25/02/2007;22-057;8;19;L ;(-5);42;10;22;0.455;2;5;0.4;7;12;0.583;0;3;3;7;0;1;2;29;19.3
55;27/02/2007;22-059;8;24;W ;(+8);43;14;22;0.636;3;4;0.75;4;7;0.571;1;4;5;8;2;1;4;35;29.8
56;01/03/2007;22-061;8;9;L ;(-3);40;17;27;0.63;1;4;0.25;4;8;0.5;0;3;3;5;0;0;2;39;26.9
57;03/03/2007;22-063;8;35;W ;(+23);37;10;20;0.5;1;3;0.333;15;17;0.882;2;3;5;6;0;3;2;36;31.4
58;05/03/2007;22-065;8;13;W ;(+6);42;12;24;0.5;3;6;0.5;5;9;0.556;1;11;12;8;0;0;3;32;24.2
59;07/03/2007;22-067;8;11;W ;(+4);51;17;31;0.548;1;3;0.333;6;8;0.75;2;5;7;8;3;1;4;41;31.9
60;10/03/2007;22-070;8;20;W ;(+2);37;12;22;0.545;4;6;0.667;4;4;1;0;8;8;9;3;1;6;32;25.8
61;11/03/2007;22-071;8;14;W ;(+11);39;10;22;0.455;2;6;0.333;4;5;0.8;3;4;7;6;3;1;2;26;22.6
62;14/03/2007;22-074;8;18;W ;(+22);30;11;17;0.647;4;7;0.571;3;6;0.5;1;5;6;4;3;0;2;29;26.3
63;17/03/2007;22-077;8;36;W ;(+9);44;8;21;0.381;0;6;0;8;13;0.615;2;15;17;9;2;2;4;24;20.9
64;20/03/2007;22-080;8;4;L ;(-8);47;12;31;0.387;2;9;0.222;11;12;0.917;2;4;6;6;1;3;3;37;25
65;21/03/2007;22-081;8;9;L ;(-8);45;12;28;0.429;1;6;0.167;6;7;0.857;0;6;6;4;2;3;6;31;17.3
66;23/03/2007;22-083;8;26;W ;(+22);38;8;16;0.5;0;1;0;5;6;0.833;1;2;3;10;2;0;1;21;21.5
67;25/03/2007;22-085;8;10;L ;(-12);41;8;19;0.421;1;6;0.167;1;1;1;0;3;3;8;1;0;5;18;8.8
68;27/03/2007;22-087;8;14;W ;(+11);40;8;18;0.444;0;3;0;10;14;0.714;1;6;7;6;2;0;3;26;19.1
69;28/03/2007;22-088;8;26;L ;(-4);44;6;20;0.3;2;5;0.4;10;14;0.714;1;5;6;7;2;0;3;24;15.7
70;31/03/2007;22-091;8;6;W ;(+4);47;14;25;0.56;0;3;0;11;13;0.846;1;4;5;9;3;0;7;39;28.9
71;03/04/2007;22-094;8;21;W ;(+13);42;13;24;0.542;0;2;0;5;5;1;2;10;12;6;4;1;2;31;30.3
72;05/04/2007;22-096;8;19;L ;(-4);49;11;21;0.524;2;5;0.4;11;13;0.846;2;7;9;5;0;0;4;35;25.3
73;06/04/2007;22-097;8;38;W ;(+5);44;7;23;0.304;0;3;0;11;14;0.786;0;6;6;5;1;1;2;25;14.3
74;08/04/2007;22-099;8;11;L ;(-5);43;5;16;0.313;1;4;0.25;9;11;0.818;1;4;5;6;1;0;5;20;11.3
75;12/04/2007;22-103;8;22;W ;(+18);35;15;27;0.556;0;1;0;5;9;0.556;3;5;8;4;2;1;2;35;27.2
76;14/04/2007;22-105;8;1;W ;(+34);32;8;16;0.5;3;6;0.5;4;5;0.8;1;4;5;6;1;1;0;23;22
77;17/04/2007;22-108;8;29;W ;(+6);36;7;15;0.467;0;2;0;4;7;0.571;1;4;5;6;0;0;1;18;13
78;18/04/2007;22-109;8;20;W ;(+13);40;9;18;0.5;1;4;0.25;5;10;0.5;0;5;5;9;2;0;2;24;20
1;31/10/2007;22-305;8;9;L ;(-18);36;2;11;0.182;0;2;0;6;10;0.6;1;4;5;4;1;0;5;10;0.6
2;02/11/2007;22-307;8;26;W ;(+4);44;13;28;0.464;3;5;0.6;16;22;0.727;3;4;7;7;3;1;3;45;36.7
3;04/11/2007;22-309;8;30;L ;(-11);43;11;26;0.423;3;5;0.6;2;2;1;1;4;5;8;2;4;3;27;22.5
4;06/11/2007;22-311;8;12;W ;(+4);42;9;16;0.563;1;2;0.5;5;7;0.714;1;12;13;9;0;3;2;24;25.9
5;07/11/2007;22-312;8;36;L ;(-2);41;12;27;0.444;1;4;0.25;7;15;0.467;2;13;15;13;3;2;4;32;27.9
6;09/11/2007;22-314;8;32;W ;(+2);44;10;19;0.526;0;2;0;6;8;0.75;0;4;4;4;1;1;1;26;20.2
7;11/11/2007;22-316;8;16;W ;(+8);36;9;21;0.429;0;2;0;4;8;0.5;1;4;5;8;6;1;5;22;17.3
8;12/11/2007;22-317;8;10;L ;(-22);34;9;16;0.563;1;3;0.333;8;14;0.571;0;1;1;4;2;0;4;27;16.9
9;14/11/2007;22-319;8;28;L ;(-1);47;15;27;0.556;2;4;0.5;7;9;0.778;4;9;13;14;0;2;4;39;37.6
10;16/11/2007;22-321;8;36;W ;(+5);40;13;27;0.481;1;3;0.333;13;15;0.867;2;8;10;9;0;3;5;40;31.5
11;20/11/2007;22-325;8;20;L ;(-4);44;11;22;0.5;1;7;0.143;11;12;0.917;0;7;7;7;1;1;3;34;26.7
12;21/11/2007;22-326;8;21;W ;(+11);39;17;26;0.654;6;10;0.6;5;8;0.625;2;6;8;5;3;2;3;45;39.7
13;24/11/2007;22-329;8;35;W ;(+3);45;14;29;0.483;2;8;0.25;7;8;0.875;3;9;12;12;3;1;4;37;33.6
14;25/11/2007;22-330;8;14;W ;(+5);36;10;21;0.476;1;6;0.167;9;15;0.6;3;8;11;10;4;1;2;30;30.7
15;27/11/2007;22-332;8;2;W ;(+5);46;11;25;0.44;2;8;0.25;14;15;0.933;0;4;4;13;2;2;3;38;34.4
16;28/11/2007;22-333;8;11;L ;(-35);20;5;11;0.455;0;2;0;5;9;0.556;0;1;1;3;0;0;0;15;9.7
17;11/12/2007;22-346;8;14;W ;(+13);23;5;9;0.556;0;1;0;7;10;0.7;1;2;3;5;1;1;4;17;13.2
18;14/12/2007;22-349;8;22;L ;(-8);41;12;25;0.48;3;9;0.333;2;3;0.667;0;6;6;8;2;0;6;29;18.1
19;15/12/2007;22-350;8;29;L ;(-6);42;10;18;0.556;0;1;0;1;1;1;0;6;6;6;0;1;3;21;15.7
20;17/12/2007;22-352;8;20;W ;(+5);50;10;25;0.4;0;5;0;11;13;0.846;1;7;8;5;1;0;2;31;20.8
21;19/12/2007;22-354;8;26;L ;(-18);37;12;21;0.571;3;6;0.5;5;6;0.833;1;7;8;6;6;0;4;32;30.3
22;20/12/2007;22-355;8;17;W ;(+4);38;12;29;0.414;0;3;0;9;11;0.818;4;6;10;5;1;1;3;33;22.3
23;23/12/2007;22-358;8;12;L ;(-9);41;8;20;0.4;0;2;0;9;13;0.692;2;3;5;8;1;1;3;25;18.4
24;25/12/2007;22-360;8;19;W ;(+14);39;9;19;0.474;0;3;0;7;11;0.636;0;6;6;12;1;1;2;25;22.4
25;27/12/2007;22-362;8;9;W ;(+7);36;9;21;0.429;1;4;0.25;5;10;0.5;4;4;8;7;3;0;3;24;17.8
26;29/12/2007;22-364;8;23;L ;(-10);42;8;21;0.381;1;4;0.25;4;6;0.667;2;3;5;6;1;0;4;21;11.8
27;02/01/2008;23-003;8;1;W ;(+4);40;13;22;0.591;1;3;0.333;9;11;0.818;1;4;5;6;2;1;2;36;31.4
28;04/01/2008;23-005;8;32;W ;(+4);45;7;18;0.389;1;6;0.167;9;12;0.75;1;7;8;10;5;1;3;24;25.1
29;06/01/2008;23-007;8;35;W ;(+3);46;14;29;0.483;4;8;0.5;7;12;0.583;3;8;11;8;0;0;1;39;31
30;08/01/2008;23-009;8;34;W ;(+16);35;8;18;0.444;0;3;0;6;6;1;2;6;8;3;2;0;4;22;15.1
31;09/01/2008;23-010;8;1;L ;(-9);43;13;22;0.591;0;4;0;5;9;0.556;3;7;10;6;3;1;3;31;27.1
32;11/01/2008;23-012;8;4;W ;(+7);50;10;20;0.5;2;7;0.286;9;15;0.6;5;14;19;8;4;3;8;31;28.8
33;15/01/2008;23-016;8;18;W ;(+8);47;18;28;0.643;6;12;0.5;9;16;0.563;3;5;8;9;3;1;4;51;45
34;17/01/2008;23-018;8;33;W ;(+2);39;9;24;0.375;1;5;0.2;8;12;0.667;3;6;9;7;0;2;3;27;19
35;21/01/2008;23-022;8;19;W ;(+7);40;11;26;0.423;1;4;0.25;5;5;1;1;2;3;5;4;1;5;28;17.1
36;23/01/2008;23-024;8;38;W ;(+36);31;7;13;0.538;1;3;0.333;8;9;0.889;2;6;8;8;2;1;0;23;27
37;25/01/2008;23-026;8;30;L ;(-2);39;14;30;0.467;0;1;0;8;10;0.8;2;5;7;5;2;0;1;36;26
38;27/01/2008;23-028;8;17;W ;(+3);44;16;32;0.5;1;5;0.2;8;12;0.667;3;6;9;4;2;0;5;41;25.5
39;30/01/2008;23-031;8;31;W ;(+1);44;13;29;0.448;3;6;0.5;8;12;0.667;2;12;14;4;2;2;4;37;26.3
40;02/02/2008;23-034;8;16;W ;(+14);44;8;19;0.421;1;4;0.25;11;16;0.688;0;11;11;7;2;1;3;28;23
41;05/02/2008;23-037;8;2;W ;(+1);42;11;21;0.524;4;8;0.5;7;10;0.7;1;8;9;12;5;2;7;33;30.4
42;07/02/2008;23-039;8;13;L ;(-15);41;12;23;0.522;2;5;0.4;6;11;0.545;1;6;7;6;2;2;3;32;25.8
43;08/02/2008;23-040;8;1;W ;(+5);44;11;24;0.458;0;3;0;4;4;1;4;7;11;7;2;1;1;26;24.3
44;10/02/2008;23-042;8;10;L ;(-30);33;11;23;0.478;2;5;0.4;6;6;1;1;4;5;3;2;0;5;30;18.9
45;11/02/2008;23-043;8;28;W ;(+7);44;8;15;0.533;1;2;0.5;12;15;0.8;1;6;7;10;3;1;5;29;27.5
46;13/02/2008;23-045;8;33;L ;(-7);43;17;31;0.548;1;5;0.2;4;7;0.571;2;4;6;9;0;1;3;39;27.9
47;19/02/2008;23-051;8;13;L ;(-8);42;7;18;0.389;4;7;0.571;8;11;0.727;2;11;13;11;2;0;5;26;23.6
48;20/02/2008;23-052;8;14;W ;(+9);43;11;22;0.5;1;5;0.2;8;12;0.667;2;12;14;12;2;1;4;31;30.1
49;22/02/2008;23-054;8;38;W ;(+1);45;11;20;0.55;2;6;0.333;9;14;0.643;3;12;15;8;1;1;3;33;31
50;24/02/2008;23-056;8;18;W ;(+20);39;10;17;0.588;1;4;0.25;4;5;0.8;1;6;7;11;3;1;6;25;23.8
51;26/02/2008;23-058;8;20;L ;(-3);38;16;24;0.667;1;3;0.333;2;5;0.4;0;4;4;6;0;1;2;35;26.3
52;27/02/2008;23-059;8;2;L ;(-5);39;7;24;0.292;1;6;0.167;11;15;0.733;4;4;8;4;0;0;3;26;13.4
53;29/02/2008;23-061;8;21;W ;(+8);44;11;22;0.5;1;4;0.25;7;9;0.778;2;6;8;13;2;0;3;30;28.7
54;02/03/2008;23-063;8;6;W ;(+9);40;15;29;0.517;0;5;0;7;8;0.875;3;3;6;6;1;0;3;37;27.1
55;05/03/2008;23-066;8;26;W ;(+14);44;16;30;0.533;7;13;0.538;11;16;0.688;1;7;8;10;4;0;2;50;44
56;06/03/2008;23-067;8;6;L ;(-11);38;13;27;0.481;2;8;0.25;11;12;0.917;0;3;3;1;1;3;4;39;25.2
57;08/03/2008;23-069;8;14;W ;(+8);38;11;24;0.458;5;8;0.625;11;12;0.917;4;7;11;4;1;2;2;38;32.5
58;10/03/2008;23-071;8;31;W ;(+8);44;7;18;0.389;1;4;0.25;9;13;0.692;1;9;10;11;1;2;4;24;22.1
59;12/03/2008;23-073;8;22;L ;(-5);46;12;23;0.522;2;7;0.286;16;23;0.696;3;8;11;7;1;2;6;42;31.7
60;13/03/2008;23-074;8;38;L ;(-2);43;9;22;0.409;1;7;0.143;6;8;0.75;2;5;7;7;0;0;7;25;11.6
61;16/03/2008;23-077;8;4;W ;(+7);42;11;24;0.458;1;3;0.333;10;16;0.625;2;5;7;10;1;2;1;33;28.7
62;17/03/2008;23-078;8;28;L ;(-14);42;11;22;0.5;1;4;0.25;7;11;0.636;2;7;9;6;0;1;3;30;22.4
63;19/03/2008;23-080;8;11;W ;(+16);41;11;19;0.579;2;5;0.4;6;7;0.857;3;4;7;6;1;1;0;30;29.9
64;21/03/2008;23-082;8;35;W ;(+7);41;14;22;0.636;1;3;0.333;0;0;;0;12;12;5;1;0;5;29;21.9
65;22/03/2008;23-083;8;20;L ;(-10);39;9;25;0.36;3;9;0.333;8;10;0.8;4;7;11;4;2;0;4;29;18.8
66;26/03/2008;23-087;8;23;L ;(-1);41;6;14;0.429;1;2;0.5;8;10;0.8;0;3;3;8;2;2;2;21;19.9
67;29/03/2008;23-090;8;11;L ;(-14);35;4;17;0.235;1;5;0.2;4;6;0.667;0;4;4;5;0;0;5;13;1.6
68;30/03/2008;23-091;8;29;W ;(+3);42;11;18;0.611;1;2;0.5;3;3;1;3;6;9;9;3;1;1;26;29.1
69;02/04/2008;23-094;8;4;W ;(+4);31;11;19;0.579;1;4;0.25;6;6;1;2;2;4;5;3;2;4;29;23.6
70;03/04/2008;23-095;8;6;L ;(-3);39;10;24;0.417;3;7;0.429;10;14;0.714;0;5;5;4;2;2;3;33;21.7
71;05/04/2008;23-097;8;28;L ;(-15);42;6;22;0.273;1;5;0.2;4;8;0.5;5;2;7;9;2;2;5;17;10.8
72;09/04/2008;23-101;8;22;W ;(+21);35;11;21;0.524;1;4;0.25;10;13;0.769;4;3;7;8;1;2;0;33;32.4
73;11/04/2008;23-103;8;6;L ;(-5);38;13;21;0.619;2;6;0.333;6;12;0.5;0;6;6;2;3;0;3;34;24.5
74;13/04/2008;23-105;8;19;W ;(+8);35;3;9;0.333;0;1;0;7;9;0.778;0;11;11;7;1;2;5;13;12.3
75;14/04/2008;23-106;8;29;W ;(+1);42;10;18;0.556;1;2;0.5;6;12;0.5;1;3;4;5;2;1;5;27;17.6
1;28/10/2008;23-303;8;2;L ;(-5);36;9;21;0.429;0;4;0;4;8;0.5;1;6;7;6;2;1;3;22;14.1
2;30/10/2008;23-305;8;4;W ;(+17);30;7;15;0.467;0;2;0;8;12;0.667;2;7;9;9;0;1;5;22;17
3;01/11/2008;23-307;8;23;L ;(-12);38;6;15;0.4;0;3;0;3;4;0.75;2;5;7;13;3;0;5;15;15.3
4;03/11/2008;23-309;8;9;W ;(+19);34;8;20;0.4;0;2;0;13;15;0.867;2;6;8;3;2;1;1;29;24
5;05/11/2008;23-311;8;6;W ;(+14);36;13;23;0.565;0;2;0;15;16;0.938;2;7;9;6;4;0;5;41;36
6;07/11/2008;23-313;8;14;W ;(+4);39;11;24;0.458;1;6;0.167;4;7;0.571;2;7;9;8;1;4;4;27;21.5
7;08/11/2008;23-314;8;6;W ;(+9);39;13;29;0.448;4;7;0.571;11;13;0.846;4;9;13;4;0;0;2;41;31
8;11/11/2008;23-317;8;20;W ;(+6);43;16;24;0.667;1;4;0.25;8;10;0.8;0;5;5;6;3;0;2;41;35.7
9;13/11/2008;23-319;8;10;W ;(+11);38;10;20;0.5;0;0;;2;4;0.5;1;7;8;11;3;0;5;22;18.1
10;15/11/2008;23-321;8;36;W ;(+12);42;13;21;0.619;3;7;0.429;9;11;0.818;3;2;5;7;2;2;2;38;35.9
